"check_in_count","average_stars","n_photo","review_count","scaled_capped_business_proximity","landmarks_nearby","scaled_capped_surrounding_children","scaled_capped_surrounding_youth","scaled_capped_surrounding_adults","scaled_capped_surrounding_elders","attribute_count","restaurantspricerange2","alcohol","wifi","isromantic","isintimate","istouristy","ishipster","isdivey","isclassy","istrendy","isupscale","iscasual","parking_garage","parking_street","parking_validated","parking_lot","parking_valet","bikeparking","outdoorseating","restaurantstableservice","byob","businessacceptscreditcards","hastv","restaurantsreservations","restaurantsdelivery"
1.38629436111989,2.6,0,5,-0.352631090453019,14,-0.679319703274833,-0.827254531302124,-1.24596683000377,-0.584787735849057,8,2,"Full_bar","Free","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0"
2.70805020110221,4,2,8,0.927272218594734,22,0.0134498507570036,-0.270991781940687,0.404778623346555,0.28780487804878,5,1,"Non_alcohol","Free","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1"
1.79175946922805,3.7273,2,11,0.927272218594734,22,0.00144743984078162,-0.26731902590904,0.413626083678854,0.280070754716981,5,1,"Non_alcohol","Free","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1"
1.38629436111989,4.5,1,4,0.82476702046024,18,0.69522062789945,1.33990097493747,1.40532898107908,1.19255784865541,4,1,"Non_alcohol","None","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0"
0.693147180559945,5,1,4,0.82476702046024,18,0.704975574452687,1.45318581118648,1.36338107802488,1.13531839622642,4,1,"Non_alcohol","None","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0"
4.4188406077966,4.2714,27,70,1.243364063831,26,0.0134498507570036,-0.270991781940687,0.404778623346555,0.28780487804878,14,2,"Non_alcohol","None","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","1","0","1"
4.48863636973214,3.9048,27,63,1.243364063831,26,0.00144743984078162,-0.26731902590904,0.413626083678854,0.280070754716981,14,2,"Non_alcohol","None","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","1","0","1"
2.94443897916644,3.5185,9,27,0.978270506726286,24,0.0134498507570036,-0.270991781940687,0.404778623346555,0.28780487804878,5,2,"Non_alcohol","None","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0"
2.30258509299405,3.7857,9,14,0.978270506726286,24,0.00144743984078162,-0.26731902590904,0.413626083678854,0.280070754716981,5,2,"Non_alcohol","None","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0","0","0","0"
0.693147180559945,2.9,1,10,-0.374568440414415,7,-0.151436688603589,-0.307335000765658,-0.88376065131991,-0.459412132582864,8,2,"Non_alcohol","None","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0"
1.09861228866811,2.3636,1,11,-0.374568440414415,7,-0.137941016826488,-0.29773156899811,-0.872088202035432,-0.38313679245283,8,2,"Non_alcohol","None","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0"
1.09861228866811,4.8333,0,12,0.137221241630028,6,-0.0443053907289531,-0.462099943851769,0.00518095382688403,0,8,2,"Full_bar","Free","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0"
0,4.5,0,12,0.137221241630028,6,-0.0665460466799349,-0.472422995663294,0,0,8,2,"Full_bar","Free","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","0","0"
4.20469261939097,4.1967,61,61,1.0154437086654,13,0.0561009817671809,1.59435455055893,0.252747044199419,0.30462789243277,17,3,"Full_bar","Free","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","1","1"
4.47733681447821,4.0583,61,103,1.0154437086654,13,0.0258368011579519,1.75369732013788,0.296852619675839,0.368926886792453,17,3,"Full_bar","Free","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","1","1"
3.2188758248682,4.1136,2,44,0.844762763858297,28,0.0134498507570036,-0.270991781940687,0.404778623346555,0.28780487804878,13,2,"Full_bar","Free","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","1","1"
3.29583686600433,3.6154,2,26,0.844762763858297,28,0.00144743984078162,-0.26731902590904,0.413626083678854,0.280070754716981,13,2,"Full_bar","Free","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","1","1","0"
1.09861228866811,3,1,3,-0.364984669624569,16,1.54579782069263,1.2349548261957,0.962158161425616,0.59249530956848,9,1,"Non_alcohol","None","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1"
0,3,1,3,-0.364984669624569,16,1.53602315903745,1.28694540197932,0.950753863550697,0.716804245283019,9,1,"Non_alcohol","None","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1"
1.09861228866811,3,2,9,1.55816243346744,31,0.0134498507570036,-0.270991781940687,0.404778623346555,0.28780487804878,11,1,"Non_alcohol","None","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","1","1"
0,2.75,2,8,1.55816243346744,31,0.00144743984078162,-0.26731902590904,0.413626083678854,0.280070754716981,11,1,"Non_alcohol","None","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","1","1"
